epoch,train_loss,val_loss,train_gender_acc,train_sleeve_acc,val_gender_acc,val_sleeve_acc,val_avg_acc
1,1.0335644334554672,0.5833544582128525,0.7749999985098839,0.7117187492549419,0.9520833343267441,0.8239583373069763,0.8880208358168602
2,0.3891134653240442,0.37576350197196007,0.96875,0.9078124985098839,0.9677083343267441,0.9041666686534882,0.9359375014901161
3,0.21953455824404955,0.29569103941321373,0.984375,0.9585937485098839,0.9677083343267441,0.96875,0.968229167163372
4,0.1413075216114521,0.28369845636188984,0.99609375,0.97265625,0.9833333343267441,0.9520833343267441,0.9677083343267441
5,0.09709511045366526,0.3008900675922632,0.99609375,0.984375,0.9833333343267441,0.9208333343267441,0.9520833343267441
6,0.08852633461356163,0.24763070419430733,0.99609375,0.98046875,0.9833333343267441,0.96875,0.976041667163372
7,0.05374523694626987,0.25334613770246506,0.99609375,1.0,0.9833333343267441,0.953125,0.968229167163372
8,0.056816947064362466,0.27550964802503586,0.98828125,0.99609375,0.9833333343267441,0.953125,0.968229167163372
